subdistrict_name,street_name,property_name,address,listing_id,url,description,listing_history,pid,type,style,building_style,building_dimensions,age,beds,bathrooms_f_h,main_living_area,total_living_area,listing_parcel_size,prov_parcel_size,assessed_at,rental_income,roof,exterior,foundation,basement,flooring,heating_cooling,fireplace,pool,fuel_supply,drinking_water,sewer,has_garage,parking,waterfront,water_access_view,property_features,land_features,utilities,appliances_incl,inclusions,exclusions,rental_equipment,listed_by,has_pcds,betterment_charges,bank_owned,pid_s
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Terradore Lane, Bedford","161 Terradore Lane, Bedford, NS (NOVA SCOTIA)",,202415477,https://www.viewpoint.ca/cutsheet/202415477/1/161-Terradore-Lane-Bedford,"Backing onto the park, this 4159 square foot home with over 12,000 square foot lot has both space and privacy! Features include: 50 foot wide lot, double car garage, walk-out basement, 4+1 bedrooms, main floor office, walk-through mudroom and walk-in pantry, jr ensuite for the 4th bedroom upstairs, natural gas hook ups and fireplace, composite front and back decks with privacy glass, engineered hardwood flooring, ducted heat pump, paver-stone driveway, electric vehicle rough-in and much more. Appliances at the home will remain with the property.","[{'status': 'For Sale', 'start_date': 'Jul 2, 2024', 'end_date': '', 'list_price': '$1,335,000', 'sold_price': '', 'duration': '309 days', 'changes': ['Mar 3, 2025\nPrice change from $1,325,000 to $1,335,000']}]",41520131,Single Family,Detached,2 Level,40 x 51'5,N/A,5,4 / 1,"2,911 sqft","4,159 sqft","12,193 sqft","12,193 sqft","$722,700 (2025)",N/A,Asphalt Shingle,"Steel, Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Laminate",Heat Pump,Yes,No,"Natural Gas, Electric",Municipal,Municipal,"Yes, Double, Built-in, Heated (double, built-in)",Double (double),No,N/A,"Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation)",Partial Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",N/A,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Terradore Lane, Bedford","193 Terradore Lane, Bedford, NS (NOVA SCOTIA)",,202415663,https://www.viewpoint.ca/cutsheet/202415663/1/193-Terradore-Lane-Bedford,"You will fall in love with this spacious 5 bedroom Shaughnessy-built home that is both beautiful and functional. With 4 bedrooms up and 1 on the entry level, this home has room for your extended family member and a home office (or separate sitting room) if you need one. Some other great features of this home include: 3,056 sq feet of living space, double car garage, composite back deck, paved driveway, walk-in pantry, kitchen cabinets to the ceiling, oversized windows, soft-close doors and drawers, large kitchen island, wet bar and walk-out to the backyard on the entry level, engineered hardwood on the main and upper levels and laminate on the entry level as well as ceramic flooring, spa ensuite, quartz countertops in the kitchen and baths, tray ceiling in the primary bedroom, gas fireplace, natural gas hookups, fully-ducted heat pump, garage door remote, beautiful maintenance-free metal accent siding on the front of the house and much more!","[{'status': 'For Sale', 'start_date': 'Jul 3, 2024', 'end_date': '', 'list_price': '$969,900', 'sold_price': '', 'duration': '308 days', 'changes': ['Jul 16, 2024\nStatus change from For Sale to Pending', 'Jul 23, 2024\nStatus change from Pending to For Sale', 'Mar 3, 2025\nPrice change from $949,900 to $959,900', 'Apr 7, 2025\nPrice change from $959,900 to $969,900']}]",41520057,Single Family,Detached,3 Level,24 x 47,N/A,5,3 / 1,"3,056 sqft","3,056 sqft","6,775 sqft","6,775 sqft","$626,700 (2025)",N/A,Asphalt Shingle,"Steel, Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Tile, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Double, Built-in, Heated (double built in)",Paved (double aggregate),No,N/A,"Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation)","Partial Cleared, Partial Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Puncheon Way, Bedford","25 Puncheon Way, Bedford, NS (NOVA SCOTIA)",,202508933,https://www.viewpoint.ca/cutsheet/202508933/1/25-Puncheon-Way-Bedford,"Modern Elegance Meets Family Comfort in West Bedford’s Brookline Park. Welcome to your dream home in the vibrant and fast-growing community of Brookline Park, West Bedford. This stunning 5-bedroom, 4-bathroom residence combines modern aesthetics with thoughtful functionality—perfect for families or professionals seeking both style and substance. Step into an open-concept main level designed for seamless everyday living and effortless entertaining. The contemporary kitchen features a central island, walk-in pantry, and direct access to a spacious back deck—ideal for outdoor gatherings. Natural light floods the home through large windows, creating a bright and inviting atmosphere all day long. A dedicated workspace offers the perfect setting for remote work or study, while the versatile layout provides flexibility for every stage of life. Upstairs, the spacious primary bedroom becomes your private retreat, complete with a luxurious 5-piece ensuite. Three additional well-sized bedrooms and a full bathroom round out the upper level—perfect for growing families. The lower level adds even more value with a cozy family room, an extra bedroom and full bath for guests, plus a convenient 1.5-car garage. Still under builder warranty and only 1 year and 4 months old, this home offers peace of mind and modern construction quality. Enjoy close proximity to parks, trails, schools, and shopping , everything you need is right at your doorstep. OPEN HOUSE - 2 to 4 PM on May 10","[{'status': 'For Sale', 'start_date': 'Apr 25, 2025', 'end_date': '', 'list_price': '$1,079,000', 'sold_price': '', 'duration': '12 days', 'changes': []}, {'status': 'Expired', 'start_date': 'Jun 14, 2024', 'end_date': 'Jul 9, 2024', 'list_price': '$1,089,000', 'sold_price': '', 'duration': '25 days', 'changes': ['Jul 10, 2024\nStatus change from For Sale to Pending', 'Jul 18, 2024\nStatus change from Pending to Withdrawn', 'Dec 14, 2024\nStatus change from Withdrawn to Expired']}, {'status': 'Sold', 'start_date': 'May 26, 2023', 'end_date': 'Jun 14, 2023', 'list_price': '$930,000', 'sold_price': '$930,000', 'duration': '19 days', 'changes': ['Jun 14, 2023\nStatus change from Pending to Sold']}]",41508201,Single Family,Detached,2 Level,28x45.4,2,5,3 / 1,"2,300 sqft","3,100 sqft","7,744 sqft","7,745 sqft","$883,600 (2025)",No,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Full, Fully Developed, Walkout","Engineered Hardwood, Ceramic, Laminate",Heat Pump,Yes,N/A,Electric,Municipal,Municipal,"Yes, Built-in, 1.5 (1.5 built in)","Exposed Aggregate, Single (driveway)",No,N/A,"Air Exchanger, Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation)","Cleared, Landscaped","Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Refrigerator, Stove, Washer","Fridge, stove, washer, dryer, dishwasher",N/A,None,Re/max Nova (halifax),Yes,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Puncheon Way, Bedford","50 Puncheon Way, Bedford, NS (NOVA SCOTIA)",,202425680,https://www.viewpoint.ca/cutsheet/202425680/1/50-Puncheon-Way-Bedford,"Welcome to this 1 year-old, but looks like brand new house.Unique to the street, this crafting high-quality, luxurious spec home has upgrades everywhere throughout the house. From the outside, you will notice the modern wall paneling on the façade, plant beds, and a balcony off the master bedroom. The driveway and front steps are finished with exposed aggregate. Don’t mention the 26 feet long rear composite deck upgraded with glass railings. Inside the house, the dream kitchen has oversize waterfall countertops, cabinets to the ceiling, double wall oven, 36” natural gas cooktop and a walk in pantry. A whole stone backsplash looks so elegent and is very easy to clean. The main floor also features a bright and good size office, an open concept floor plan with a 50” electric fireplace surrounded by tile in the living room. In the upper level, there are two suites bedrooms, both have full customer shower. Other two bedrooms, a full large bathroom and a laundry completed this level. The lower level has the 5th bedroom, a full bathroom and a oversized rec room with wet bar and walkout. The Daikin ducted heat pump adapted the latest technology--an high efficiency VRV, which enable the two zoning control function to help improve comfort while saving energy.","[{'status': 'Pending', 'start_date': 'Oct 30, 2024', 'end_date': '', 'list_price': '$1,145,000', 'sold_price': '', 'duration': '189 days', 'changes': ['Jan 16, 2025\nPrice change from $1,180,000 to $1,160,000', 'Mar 18, 2025\nPrice change from $1,160,000 to $1,145,000', 'Apr 28, 2025\nStatus change from For Sale to Pending']}, {'status': 'Sold', 'start_date': 'May 11, 2023', 'end_date': 'Jun 23, 2023', 'list_price': '$1,069,900', 'sold_price': '$1,084,282', 'duration': '43 days', 'changes': ['Jun 16, 2023\nStatus change from For Sale to Pending', 'Jun 23, 2023\nStatus change from Pending to Sold']}, {'status': 'Cancelled', 'start_date': 'Sep 23, 2022', 'end_date': 'Mar 14, 2023', 'list_price': '$1,124,900', 'sold_price': '', 'duration': '172 days', 'changes': ['Mar 14, 2023\nStatus change from For Sale to Cancelled']}]",41508037,Single Family,Detached,2 Level,30x55.5,1,5,4 / 1,"2,327 sqft","3,390 sqft","5,252 sqft","5,253 sqft","$960,500 (2025)",N/A,Rolled,"Other, Stone, Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Laminate",Heat Pump,Yes,N/A,"Natural Gas, Electric",Municipal,Municipal,"Yes, Attached, Single, Heated (attached single)",Exposed Aggregate,No,N/A,"Gas Stove(s), Ensuite Bath, Balcony, Electric Fireplace, HRV (Heat Recovery Ventilation)",N/A,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet","Dishwasher, Dryer, Dryer - Electric, Oven, Oven - Electric, Range, Refrigerator, Stove - Gas, Washer",N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Puncheon Way, Bedford","129 Puncheon Way, Bedford, NS (NOVA SCOTIA)",,202428195,https://www.viewpoint.ca/cutsheet/202428195/1/129-Puncheon-Way-Bedford,"Cresco proudly presents The Baker on Puncheon Way, an elegant detached home in the heart of Brookline Park, The Parks of West Bedford. This newly construction 2-storey design boasts 2,379 SQ FT of luxurious living space, featuring 3 bedrooms, 3.5 bathrooms, and the added convenience of a walkout basement. Superior features and finished elevate the home's appeal, including a linear fireplace feature wall and the latest technology- a multi-zone fully ducted heat pump so you can control heat and cooling on each level! The flooring has been upgraded to engineered hardwood and porcelain tiles throughout, quartz countertops grace the kitchen and bathrooms, and an upgraded plumbing package enhances the bathroom experience. Don't miss the chance to make The Baker your own, offering a harmonious blend of refined design and comfort.","[{'status': 'For Sale', 'start_date': 'Dec 12, 2024', 'end_date': '', 'list_price': '$801,900', 'sold_price': '', 'duration': '146 days', 'changes': []}]",41520685,Single Family,Detached,2 Level,22x45,N/A,3,3 / 1,"1,688 sqft","2,379 sqft","7,467 sqft","7,467 sqft","$712,600 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Laminate, Porcelain",Heat Pump,Yes,N/A,Electric,Municipal,Municipal,"Yes, Single, Built-in, Heated (single, built-in)",Paved,No,N/A,"Ensuite Bath, See Remarks, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Canoe Crescent, Hammonds Plai","156 Canoe Crescent, Hammonds Plai, NS (NOVA SCOTIA)",,202506156,https://www.viewpoint.ca/cutsheet/202506156/1/156-Canoe-Crescent-Hammonds-Plai,"Facsimile - custom build opportunity by The Scott Smith Building Company on Canoe Crescent (lot 123), Voyageur Lakes in Hammonds Plains. Canoe Crescent is a new street offering luxury new construction homes and is highly sought after. This lot is 200ft wide x 400ft deep (1.6 acres) and offers large level grading perfectly suited for a bungalow on slab plan. The sunsets in the backyard are breathtaking. The featured plan can be up to 5 Bedrooms, 3.5 bathroom. Customize your finishes with the designer. This is estate style living minutes away from West Bedford. Enjoy the large lots sizes and privacy (plus parking for your whole car collection). Features 2 ensuites one on main and one on the upper level. 12 Ft Ceilings in the main living area. Flexible design - have something else in mind? Send it our way and we will happily let you know if it is possible. Did you know that Voyageur Lakes was originally made as an equestrian development? If you look closely on Canoe Crescent you can see the original riding ring space used for training / walking the horses.","[{'status': 'For Sale', 'start_date': 'Mar 28, 2025', 'end_date': '', 'list_price': '$1,450,000', 'sold_price': '', 'duration': '40 days', 'changes': []}, {'status': 'Sold', 'start_date': 'May 3, 2024', 'end_date': 'Sep 20, 2024', 'list_price': '$295,000', 'sold_price': '$285,000', 'duration': '140 days', 'changes': ['Sep 5, 2024\nStatus change from For Sale to Pending', 'Sep 23, 2024\nStatus change from Pending to Sold']}]",41529330,Single Family,Detached,"Bungalow, 2 Level, 1.5 Level",76 x 76.6,N/A,4,3 / 1,"3,333 sqft","3,333 sqft","70,255 sqft (1.6 acres)","70,255 sqft (1.6 acres)","$250,000 (2025)",N/A,Asphalt Shingle,"Other, Stone, Brick, Vinyl",Slab,None,"Engineered Hardwood, Tile, Laminate","Heat Pump, Fireplace, Ducted Cooling",Yes,N/A,Electric,Drilled Well,Septic,"Yes, Attached, Double, Built-in, Heated, Wired (double, attached, heated)",Parking Space(s) (space for 5+ cars easily with the lot size),No,N/A,"Ensuite Bath, Fireplace(s), HRV (Heat Recovery Ventilation)","Partial Cleared, Partial Landscaped","Electrical, Cable, Telephone, High Speed Internet",None,N/A,N/A,Propane Tank,Re/max Nova (halifax),No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Canoe Crescent, Hammonds Plai","414 Canoe Crescent, Hammonds Plai, NS (NOVA SCOTIA)",,202503658,https://www.viewpoint.ca/cutsheet/202503658/1/414-Canoe-Crescent-Hammonds-Plai,"Welcome to 414 Canoe Crescent, a stunning new luxury home in the prestigious Voyageur Lakes Subdivision. This exquisite property offers an open concept living space, featuring 5 bedrooms, 4.5 bathrooms, and a spacious home office — designed for the ultimate in comfort and sophistication with 3814 sqft of living space. The sun-filled main floor showcases a high-end kitchen with premium Samsung appliances, flowing seamlessly into the elegant dining and living areas overlooking the backyard. The private primary bedroom offers a spa-inspired ensuite and walk-in closet, while two additional bedrooms share a beautifully appointed full bath. The fully finished lower level is perfect for entertaining, complete with a large rec room, stylish wet bar, private office, and a guest suite with its own ensuite and walk-in closet. A generous storage room and dedicated laundry area add to the home's thoughtful design. Outside, the property will be professionally landscaped and paved, creating a show-stopping exterior to match the luxurious interior. Situated in one of Halifax’s most desirable communities, 414 Canoe Crescent offers an unparalleled lifestyle of elegance and convenience. Don't miss your chance to make this extraordinary home your own!","[{'status': 'For Sale', 'start_date': 'Feb 27, 2025', 'end_date': '', 'list_price': '$1,285,000', 'sold_price': '', 'duration': '69 days', 'changes': []}, {'status': 'Expired', 'start_date': 'Aug 21, 2024', 'end_date': 'Feb 27, 2025', 'list_price': '$1,285,000', 'sold_price': '', 'duration': '190 days', 'changes': ['Jan 2, 2025\nPrice change from $1,290,000 to $1,285,000', 'Feb 26, 2025\nStatus change from For Sale to Expired']}, {'status': 'Sold', 'start_date': 'May 5, 2023', 'end_date': 'May 19, 2023', 'list_price': '$295,000', 'sold_price': '$295,000', 'duration': '14 days', 'changes': ['May 19, 2023\nStatus change from Pending to Sold']}]",41529058,Single Family,Detached,Split Entry,62 x 45 (+-jogs),N/A,5,4 / 1,"1,907 sqft","3,814 sqft","80,925 sqft (1.9 acres)","80,925 sqft (1.9 acres)","$250,000 (2025)",N/A,Asphalt Shingle,"Other, Brick, Vinyl, Concrete",Poured Concrete,Fully Developed,"Tile, Laminate, Vinyl","Baseboard, Heat Pump",N/A,N/A,Electric,Drilled Well,Septic,"Yes, Attached, Double (attached, double)",Paved,No,N/A,"Air Exchanger, Ensuite Bath, Balcony, HRV (Heat Recovery Ventilation), Sump Pump",Partial Cleared,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Microwave Rng Hd Combo, Refrigerator, Stove, Washer",N/A,N/A,None,Re/max Nova (halifax),No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Duff Court, Bedford","15 Duff Court, Bedford, NS (NOVA SCOTIA)",,202403170,https://www.viewpoint.ca/cutsheet/202403170/1/15-Duff-Court-Bedford,"Unveiling The Forbes by Cresco, an epitome of refined living in the prestigious Brookline Park of The Parks of West Bedford. This 3 level home is listed with a finished lower level, and has 3 bedrooms, 3.5 bathrooms, an open-concept main floor with an office in addition to the living room, dining room and family room! Enjoy the luxurious touch of engineered hardwood and porcelain tile flooring, and appreciate the finer details, including soft-close mechanisms on all cabinetry, quartz countertops in the kitchen and bathrooms, and an upgraded plumbing package, and linear fireplace feature wall. Benefit from natural gas, this home is heated with a fully ducted heat pump with NG back-up as well as gas lines to the stove and BBQ. 1 Year Builder Warranty and 10 Year Atlantic Home Warranty are included.","[{'status': 'For Sale', 'start_date': 'Feb 21, 2024', 'end_date': '', 'list_price': '$799,900', 'sold_price': '', 'duration': '441 days', 'changes': ['Jul 26, 2024\nPrice change from $774,900 to $799,900']}]",41525825,Single Family,Detached,3 Level,22 x 42.5,N/A,3,3 / 1,"1,772 sqft","2,403 sqft","4,254 sqft","4,254 sqft","$448,000 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Engineered Hardwood, Laminate, Porcelain",Heat Pump,Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Single, Built-in, Heated (single, built-in, heated)",Paved,No,N/A,"Ensuite Bath, See Remarks, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Duff Court, Bedford","18 Duff Court, Bedford, NS (NOVA SCOTIA)",,202408938,https://www.viewpoint.ca/cutsheet/202408938/1/18-Duff-Court-Bedford,"The Elias, a masterpiece by Cresco, nestled in the prestigious Brookline Park of The Parks of West Bedford on a cul-de-sac. Boasting 2,632 SQ FT, this model offers a seamless fusion of design and functionality with 4 bedrooms, 3.5 bathrooms with walkout basement, has a walk-in pantry and a welcoming mudroom. The open-concept living spaces create an inviting ambiance with a linear fireplace feature wall, complemented by engineered hardwood and porcelain flooring, and a stained hardwood suitcase, adding a touch of sophistication. Luxurious details encompass quarts countertops in the kitchen and bathrooms, along with an upgraded plumbing package throughout. Benefit from natural gas, this home is heated with a fully ducted heat pump with NG back-up as well as gas lines to the stove and BBQ. 1 Year Builder Warranty and 10 Year Atlantic Home Warranty are included.","[{'status': 'For Sale', 'start_date': 'May 1, 2024', 'end_date': '', 'list_price': '$848,900', 'sold_price': '', 'duration': '371 days', 'changes': ['May 2, 2024\nStatus change from For Sale to Pending', 'May 9, 2024\nStatus change from Pending to For Sale', 'Apr 22, 2025\nStatus change from For Sale to Pending', 'May 1, 2025\nStatus change from Pending to Sold', 'May 1, 2025\nStatus change from Sold to For Sale']}]",41525692,Single Family,Detached,2 Level,22 x 50,N/A,4,3 / 1,"1,844 sqft","2,632 sqft","6,027 sqft","6,027 sqft","$398,300 (2025)",N/A,Asphalt Shingle,"Stone, Brick, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Ceramic, Laminate",Heat Pump,Yes,N/A,Electric,Municipal,Municipal,"Yes, Single, Built-in, Heated (single)",Paved,No,N/A,"Ensuite Bath, Electric Fireplace, HRV (Heat Recovery Ventilation), Central Vac Roughed In",Partial Landscaped,"Electrical, Cable, Telephone, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Duff Court, Bedford","22 Duff Court, Bedford, NS (NOVA SCOTIA)",,202403169,https://www.viewpoint.ca/cutsheet/202403169/1/22-Duff-Court-Bedford,"Unveiling The Elias, a masterpiece by Cresco, nestled in the prestigious Brookline Park of The Parks of West Bedford. Boating 2,631 SQ FT, this model offers a seamless fusion of design and functionality with 4 bedrooms, 3.5 bathrooms with walkout basement, has a walk-in pantry and a welcoming mudroom. The open-concept living spaces create an inviting ambiance with a linear fireplace feature wall, complemented by engineered hardwood and porcelain flooring, and a stained hardwood suitcase, adding a touch of sophistication. Luxurious details encompass quartz countertops in the kitchen and bathrooms, along with an upgraded plumbing package throughout. Benefit from natural gas, this home is heated with a fully ducted heat pump with NG back-up as well as gas lines to the stove and BBQ. 1 Year Builder Warranty and 10 Year Atlantic Home Warranty are included.","[{'status': 'For Sale', 'start_date': 'Feb 21, 2024', 'end_date': '', 'list_price': '$848,900', 'sold_price': '', 'duration': '441 days', 'changes': []}]",41525718,Single Family,Detached,2 Level,22 x 50,N/A,4,3 / 1,"1,844 sqft","2,632 sqft","5,063 sqft","5,063 sqft","$410,700 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,"Fully Developed, Walkout","Engineered Hardwood, Laminate, Porcelain",Heat Pump,Yes,N/A,Natural Gas,Municipal,Municipal,"Yes, Single, Built-in, Heated (single, built-in, heated)",Paved,No,N/A,"Ensuite Bath, See Remarks, Electric Fireplace, HRV (Heat Recovery Ventilation)",Landscaped,"Electrical, Cable, Telephone, Natural Gas, High Speed Internet",None,N/A,N/A,None,Royal Lepage Atlantic,No,N/A,No,
"Subdistrict A (Kingswood, Haliburton Hills, Hammonds Plains)","Belvar Drive, Hammonds Plai","LOT 834 Belvar Drive, Hammonds Plai, NS (NOVA SCOTIA)",,202413479,https://www.viewpoint.ca/cutsheet/202413479/1/LOT-834-Belvar-Drive-Hammonds-Plai,"Thoughtfully designed capturing amazing views & providing over 3300 sq ft of exquisite living spaces located in the FABULOUS new subdivision of McCabe Lake Estates...PEAK Award winner ReDesigns Construction excels in unique custom design, high quality build & finishes creating your fabulous new home. Featuring gorgeous high efficiency Solar Seal windows, high efficiency ducted heat pump system, fully insulated slab, oversized 2 bay garage with openers, convenient main level office, huge entertainment space with walkout, mudroom with great storage, open concept great room with custom fireplace & wall of windows, covered front & rear deck spaces, amazing custom kitchen with spacious island &pantry, 4 great bedrooms, 3 stunning baths, gorgeous master suite provides your private oasis! Deluxe trim package, custom feature wall in entry, custom ceiling treatment in dining room....attention to detail throughout!","[{'status': 'For Sale', 'start_date': 'Jun 12, 2024', 'end_date': '', 'list_price': '$1,368,800', 'sold_price': '', 'duration': '329 days', 'changes': []}]",41487752,Single Family,Detached,2 Level,64 x 32 (+/- jogs),N/A,4,3 / 1,"3,312 sqft","3,312 sqft","80,547 sqft (1.9 acres)","80,547 sqft (1.9 acres)","$150,000 (2025)",N/A,Asphalt Shingle,"Stone, Vinyl",Poured Concrete,Fully Developed,"Laminate, Porcelain",Heat Pump,Yes,N/A,Electric,Drilled Well,Septic,"Yes, Attached, Double, Heated (attached, oversized double, heated)",N/A,No,N/A,"Ensuite Bath, Propane Fireplace, HRV (Heat Recovery Ventilation)",N/A,"Electrical, Cable, Telephone, High Speed Internet",N/A,N/A,N/A,None,Keller Williams Select Realty,No,N/A,No,
"Subdistrict F (Fairmount, Clayton Park, Rockingham)","Amirault Court, Halifax","38 Amirault Court, Halifax, NS (NOVA SCOTIA)",,202509821,https://www.viewpoint.ca/cutsheet/202509821/1/38-Amirault-Court-Halifax,"Welcome to this stunning two storey home backing onto the serene Hemlock Park and it's beautiful trails. Meticulously maintained and thoughtfully built, this home exudes quality and charm though out. Step inside to find gleaming hardwood floors ,custom trim work, and elegant cove mouldings. The main floor features. a spacious dining area and bright modern kitchen with quartz countertops and gorgeous white cabinetry and a kitchen nook. Enjoy your morning coffee or evening unwind on the private southwest-facing deck just off the kitchen. Upstairs, you will find a lovely large primary suite with your own ensuite, three additional bedrooms, and a bonus room over the garage-perfect as a forth bedroom or family room-along with another full bathroom. The lower level is great for entertaining with a fitness/media room ,family/bedroom and a 3 p/c bath with a walk out to the backyard could be a granny suite/ in law suite ! only 22 minutes to downtown Halifax or 12 minutes to the airport. The lower level offers even more space with a large family room ,additional full bath and storage area with a walkout access - ideal for an in-law suite or private guest suite. This home combines confort, elegance,and premuin location-perfect for familes and nature lovers. 20 minutes from downtown ,12 to airport.","[{'status': 'For Sale', 'start_date': 'May 5, 2025', 'end_date': '', 'list_price': '$899,900', 'sold_price': '', 'duration': '2 days', 'changes': []}, {'status': 'Sold', 'start_date': 'Jun 30, 2020', 'end_date': 'Aug 21, 2020', 'list_price': '$599,000', 'sold_price': '$600,000', 'duration': '52 days', 'changes': ['Aug 10, 2020\nStatus change from For Sale to Pending', 'Aug 12, 2020\nStatus change from Pending to For Sale', 'Aug 17, 2020\nStatus change from For Sale to Pending', 'Aug 21, 2020\nStatus change from Pending to Sold']}]",41062076,Single Family,Detached,2 Level,42x33,22,4,3 / 1,"2,141 sqft","3,075 sqft","7,838 sqft","7,838 sqft","$827,100 (2025)",N/A,Asphalt Shingle,"Brick, Vinyl",Poured Concrete,Fully Developed,"Ceramic, Carpet, Laminate, Hardwood","Baseboard, Heat Pump, Hot Water, Fireplace",Yes,N/A,"Oil, Propane",Municipal,Municipal,"Yes, Attached, Single (single)","Exposed Aggregate, Double",No,N/A,"Air Exchanger, Alarm System, Central Vacuum, Ensuite Bath, Air Jet Tub, Propane Fireplace",Landscaped,"Electrical, Cable, Telephone, High Speed Internet","Dishwasher, Dryer, Range - Electric, Refrigerator, Washer",N/A,N/A,Propane Tank,Bryant Realty Atlantic,Yes,N/A,No,
